passage_id,book,passage,moral_keyword_count
fahrenheit_031,fahrenheit,"The faces of those enamelled creatures meant nothing to him, though he talked to them and stood in that church for a long time, trying to be of that religion, trying to know what that religion was, trying to get enough of the raw incense and special dust of the place into his lungs and thus into his blood to feel touched and concerned by the meaning of the colourful men and women with the porcelain eyes and the blood-ruby lips. But there was nothing, nothing; it was a stroll through another store, and his currency strange and unusable there, and his passion cold, even when he touched the wood and plaster and clay.",1
fahrenheit_032,fahrenheit,"“You reading up on fireman theory?” “Theory, hell,” said Montag. ” Montag felt himself turning in a great circling roar and buzz and hum. “Montag, hold on, don't…” “Did you hear them, did you hear these monsters talking about monsters? Oh God, the way they jabber about people and their own children and themselves and the way they talk about their husbands and the way they talk about war, dammit, I stand here and I can't believe it!” “I didn't say a single word about any war, I'll have you know,” said Mrs, Phelps. “As for poetry, I hate it,” said Mrs. “Have you ever read any?” “Montag,” Faber's voice scraped away at him. Shut up, you fool!” All three women were on their feet. “Montag, Montag, please, in the name of God, what are you up to?” pleaded Faber.",1
fahrenheit_033,fahrenheit,"“That made you for a little while a drunkard. Read a few lines and off you go over the cliff. Bang, you're ready to blow up the world, chop off heads, knock down women and children, destroy authority. I know, I've been through it all.” “I'm all right,” said Montag, nervously. I'm not needling, really I'm not. Do you know, I had a dream an hour ago. I lay down for a cat-nap and in this dream you and I, Montag, got into a furious debate on books. You towered with rage, yelled quotes at me. Power, I said, And you, quoting Dr. Johnson, said 'Knowledge is more than equivalent to force!' And I said, 'Well, Dr. Johnson also said, dear boy, that ”He is no wise man that will quit a certainty for an uncertainty.'“ Stick with the fireman, Montag. All else is dreary chaos!” “Don't listen,” whispered Faber.",1
fahrenheit_034,fahrenheit,"Captain Beatty, his poker cards in one pink hand, walked with exaggerated slowness to the phone and ripped out the address when the report was finished. He glanced perfunctorily at it, and shoved it in his pocket. He came back and sat down. “It can wait exactly forty seconds while I take all the money away from you,” said Beatty, happily. Going out of this game?” “Yes.” “Hold on. Well, come to think of it, we can finish this hand later. Just leave your cards face down and hustle the equipment. On the double now.” And Beatty rose up again. I'd hate to think you were coming down with another fever…” “I'll be all right.” “You'll be fine.",1
fahrenheit_035,fahrenheit,"How like trying to put out fires with water-pistols, how senseless and insane. One rage turned in for another. When would he stop being entirely mad and be quiet, be very quiet indeed? “Here we go!” Montag looked up. Beatty never drove, but he was driving tonight, slamming the Salamander around corners, leaning forward high on the driver's throne, his massive black slicker flapping out behind so that he seemed a great black bat flying above the engine, over the brass numbers, taking the full wind. “Here we go to keep the world happy, Montag!” Beatty's pink, phosphorescent cheeks glimmered in the high darkness, and he was smiling furiously. “Here we are!” The Salamander boomed to a halt, throwing men off in slips and clumsy hops. Montag stood fixing his raw eyes to the cold bright rail under his clenched fingers. I can't do it, he thought.",1
fahrenheit_036,fahrenheit,"And here was the gas station, its attendants busy now with customers. Approaching from the rear, Montag entered the men's washroom. Through the aluminium wall he heard a radio voice saying, “War has been declared.” The gas was being pumped outside. The men in the beetles were talking and the attendants were talking about the engines, the gas, the money owed. Montag stood trying to make himself feel the shock of the quiet statement from the radio, but nothing would happen. The war would have to wait for him to come to it in his personal file, an hour, two hours from now. He washed his hands and face and towelled himself dry, making little sound. He came out of the washroom and shut the door carefully and walked into the darkness and at last stood again on the edge of the empty boulevard.",1
fahrenheit_037,fahrenheit,"The light from the overhead lamps seemed as bright and revealing as the midday sun and just as hot. He listened to the sound of the car picking up speed two blocks away on his right. Its movable headlights jerked back and forth suddenly, and caught at Montag. Montag faltered, got a grip on the books, and forced himself not to freeze. Instinctively he took a few quick, running steps then talked out loud to himself and pulled up to stroll again. He was now half across the street, but the roar from the beetle's engines whined higher as it put on speed. But slow now; slow, quiet, don't turn, don't look, don't seem concerned. The beetle was in high thunder. The beetle came in a single whistling trajectory, fired from an invisible rifle. It was up to 120 m.p.h. It was up to 130 at least.",1
fahrenheit_038,fahrenheit,"They would have killed me, thought Montag, swaying, the air still torn and stirring about him in dust, touching his bruised cheek. For no reason at all in the world they would have killed me. He walked toward the far kerb telling each foot to go and keep going. Somehow he had picked up the spilled books; he didn't remember bending or touching them. He kept moving them from hand to hand as if they were a poker hand he could not figure. I wonder if they were the ones who killed Clarisse? He stopped and his mind said it again, very loud. I wonder if they were the ones who killed Clarisse! He wanted to run after them yelling. The thing that had saved him was falling flat.",1
fahrenheit_039,fahrenheit,"Then Faber moved and put out his hand and grabbed Montag and moved him in and sat him down and went back and stood in the door, listening. The sirens were wailing off in the morning distance. He came in and shut the door. Montag said, “I've been a fool all down the line. I'm on my way God knows where.” “At least you were a fool about the right things,” said Faber. The audio-capsule I gave you —” “Burnt.” “I heard the captain talking to you and suddenly there was nothing. I almost came out looking for you.” “The captain's dead. He found the audio-capsule, he heard your voice, he was going to trace it. I killed him with the flamethrower.” Faber sat down and did not speak for a time. “My God, how did this happen?” said Montag.",1
fahrenheit_040,fahrenheit,"They both looked quickly about the house and Montag felt his nostrils dilate and he knew that he was trying to track himself and his nose was suddenly good enough to sense the path he had made in the air of the room and the sweat of his hand hung from the doorknob, invisible, but as numerous as the jewels of a small chandelier, he was everywhere, in and on and about everything, he was a luminous cloud, a ghost that made breathing once more impossible. He saw Faber stop up his own breath for fear of drawing that ghost into his own body, perhaps, being contaminated with the phantom exhalations and odours of a running man.",1
fahrenheit_041,fahrenheit,"“The Mechanical Hound is now landing by helicopter at the site of the Burning!” And there on the small screen was the burnt house, and the crowd, and something with a sheet over it and out of the sky, fluttering, came the helicopter like a grotesque flower. So they must have their game out, thought Montag. The circus must go on, even with war beginning within the hour… He watched the scene, fascinated, not wanting to move. It seemed so remote and no part of him; it was a play apart and separate, wondrous to watch, not without its strange pleasure. That's all for me, you thought, that's all taking place just for me, by God.",1
fahrenheit_042,fahrenheit,"If he wished, he could linger here, in comfort, and follow the entire hunt on through its swift phases, down alleys across streets, over empty running avenues, crossing lots and playgrounds, with pauses here or there for the necessary commercials, up other alleys to the burning house of Mr. Black, and so on finally to this house with Faber and himself seated, drinking, while the Electric Hound snuffed down the last trail, silent as a drift of death itself, skidded to a halt outside that window there.",1
fahrenheit_043,fahrenheit,"He smelled the heavy musk-like perfume mingled with blood and the gummed exhalation of the animal's breath, all cardamon and moss and ragweed odour in this huge night where the trees ran at him, pulled away, ran, pulled away, to the pulse of the heart behind his eyes. There must have been a billion leaves on the land; he waded in them, a dry river smelling of hot cloves and warm dust. There was a smell like a cut potato from all the land, raw and cold and white from having the moon on it most of the night. There was a smell like pickles from a bottle and a smell like parsley on the table at home. There was a faint yellow odour like mustard from a jar. There was a smell like carnations from the yard next door.",1
fahrenheit_044,fahrenheit,"He was a thing of brush and liquid eye, of fur and muzzle and hoof, he was a thing of horn and blood that would smell like autumn if you bled it out on the ground. He stood a long long time, listening to the warm crackle of the flames. There was a silence gathered all about that fire and the silence was in the men's faces, and time was there, time enough to sit by this rusting track under the trees, and look at the world and turn it over with the eyes, as if it were held to the centre of the bonfire, a piece of steel these men were all shaping. It was not only the fire that was different. Montag moved toward this special silence that was concerned with all of the world.",1
fahrenheit_045,fahrenheit,"Don't think the police don't know the habits of queer ducks like that, men who walk mornings for the hell of it, or for reasons of insomnia. Anyway, the police have had him charted for months, years. Never know when that sort of information might be handy. And today, it turns out, it's very usable indeed. Oh, God, look there!” The men at the fire bent forward. On the screen, a man turned a corner. The Mechanical Hound rushed forward into the viewer, suddenly. The helicopter light shot down a dozen brilliant pillars that built a cage all about the man. The search is done!” The innocent man stood bewildered, a cigarette burning in his hand. He stared at the Hound, not knowing what it was. He glanced up at the sky and the wailing sirens.",1
fahrenheit_046,fahrenheit,"The Hound leapt up into the air with a rhythm and a sense of timing that was incredibly beautiful. It was suspended for a moment in their gaze, as if to give the vast audience time to appreciate everything, the raw look of the victim's face, the empty street, the steel animal a bullet nosing the target. “Montag, don't move!” said a voice from the sky. The camera fell upon the victim, even as did the Hound. The victim was seized by Hound and camera in a great spidering, clenching grip. Montag cried out in the silence and turned away. And then, after a time of the men sitting around the fire, their faces expressionless, an announcer on the dark screen said, “The search is over, Montag is dead; a crime against society has been avenged.” Darkness.",1
fahrenheit_047,fahrenheit,"We're not out to incite or anger anyone yet. For if we are destroyed, the knowledge is dead, perhaps for good. We are model citizens, in our own special way; we walk the old tracks, we lie in the hills at night, and the city people let us be. We're stopped and searched occasionally, but there's nothing on our persons to incriminate us. The organization is flexible, very loose, and fragmentary. Some of us have had plastic surgery on our faces and fingerprints. Right now we have a horrible job; we're waiting for the war to begin and, as quickly, end. It's not pleasant, but then we're not in control, we're the odd minority crying in the wilderness. When the war's over, perhaps we can be of some use in the world.” “Do you really think they'll listen then?” “If not, we'll just have to wait.",1
fahrenheit_048,fahrenheit,"Perhaps he had expected their faces to burn and glitter with the knowledge they carried, to glow as lanterns glow, with the light in them. But all the light had come from the camp fire, and these men had seemed no different from any others who had run a long race, searched a long search, seen good things destroyed, and now, very late, were gathering to wait for the end of the party and the blowing out of the lamps. They weren't at all certain that the things they carried in their heads might make every future dawn glow with a purer light, they were sure of nothing save that the books were on file behind their quiet eyes, the books were waiting, with their pages uncut, for the customers who might come by in later years, some with clean and some with dirty fingers.",1
fahrenheit_049,fahrenheit,"Later, the men around Montag could not say if they had really seen anything. Perhaps the merest flourish of light and motion in the sky. Perhaps the bombs were there, and the jets, ten miles, five miles, one mile up, for the merest instant, like grain thrown over the heavens by a great sowing hand, and the bombs drifting with dreadful swiftness, yet sudden slowness, down upon the morning city they had left behind. The bombardment was to all intents and purposes finished, once the jets had sighted their target, alerted their bombardiers at five thousand miles an hour; as quick as the whisper of a scythe the war was finished. Once the bomb-release was yanked it was over.",1
